Notes,Year,Year Code,State,State Code,Gender,Gender Code,Deaths,Population,Crude Rate
,2003,2003,Rhode Island,44,Male,M,69,515752,13.4
,2003,2003,South Carolina,45,Female,F,99,2133967,4.6
,2003,2003,South Carolina,45,Male,M,376,2016330,18.6
,2003,2003,South Dakota,46,Female,F,19,383633,Unreliable
,2003,2003,South Dakota,46,Male,M,83,380096,21.8
,2003,2003,Tennessee,47,Female,F,165,3000983,5.5
,2003,2003,Tennessee,47,Male,M,596,2846829,20.9
,2003,2003,Texas,48,Female,F,507,11095953,4.6
,2003,2003,Texas,48,Male,M,1851,10934978,16.9
,2003,2003,Utah,49,Female,F,55,1175867,4.7
,2003,2003,Utah,49,Male,M,281,1184270,23.7
,2003,2003,Vermont,50,Female,F,14,314206,Unreliable
,2003,2003,Vermont,50,Male,M,69,303652,22.7
,2003,2003,Virginia,51,Female,F,177,3757780,4.7
,2003,2003,Virginia,51,Male,M,630,3609197,17.5
,2003,2003,Washington,53,Female,F,160,3065739,5.2
,2003,2003,Washington,53,Male,M,641,3038376,21.1
,2003,2003,West Virginia,54,Female,F,41,925835,4.4
,2003,2003,West Virginia,54,Male,M,226,886460,25.5
,2003,2003,Wisconsin,55,Female,F,110,2766901,4
,2003,2003,Wisconsin,55,Male,M,536,2712302,19.8
,2003,2003,Wyoming,56,Female,F,16,249128,Unreliable
,2003,2003,Wyoming,56,Male,M,93,254325,36.6
,2004,2004,Alabama,1,Female,F,98,2337857,4.2
,2004,2004,Alabama,1,Male,M,444,2192872,20.2
,2004,2004,Alaska,2,Female,F,37,317807,11.6
,2004,2004,Alaska,2,Male,M,118,341479,34.6
,2004,2004,Arizona,4,Female,F,186,2835606,6.6
,2004,2004,Arizona,4,Male,M,693,2816798,24.6
,2004,2004,Arkansas,5,Female,F,70,1403048,5
,2004,2004,Arkansas,5,Male,M,291,1346638,21.6
,2004,2004,California,6,Female,F,817,17871415,4.6
,2004,2004,California,6,Male,M,2532,17703161,14.3
,2004,2004,Colorado,8,Female,F,186,2274511,8.2
,2004,2004,Colorado,8,Male,M,610,2300502,26.5
,2004,2004,Connecticut,9,Female,F,64,1798078,3.6
,2004,2004,Connecticut,9,Male,M,229,1698016,13.5
,2004,2004,Delaware,10,Female,F,23,427320,5.4
,2004,2004,Delaware,10,Male,M,70,403483,17.3
,2004,2004,District of Columbia,11,Male,M,27,267470,10.1
,2004,2004,Florida,12,Female,F,590,8902447,6.6
,2004,2004,Florida,12,Male,M,1796,8512871,21.1
,2004,2004,Georgia,13,Female,F,198,4463524,4.4
,2004,2004,Georgia,13,Male,M,768,4305728,17.8
,2004,2004,Hawaii,15,Female,F,26,636864,4.1
,2004,2004,Hawaii,15,Male,M,90,636705,14.1
,2004,2004,Idaho,16,Female,F,45,693186,6.5
,2004,2004,Idaho,16,Male,M,191,698616,27.3
,2004,2004,Illinois,17,Female,F,208,6414209,3.2
,2004,2004,Illinois,17,Male,M,818,6175564,13.2
,2004,2004,Indiana,18,Female,F,141,3168952,4.4
,2004,2004,Indiana,18,Male,M,562,3064055,18.3
,2004,2004,Iowa,19,Female,F,56,1498888,3.7
,2004,2004,Iowa,19,Male,M,287,1454747,19.7
,2004,2004,Kansas,20,Female,F,79,1382396,5.7
,2004,2004,Kansas,20,Male,M,291,1351977,21.5
,2004,2004,Kentucky,21,Female,F,96,2112051,4.5
,2004,2004,Kentucky,21,Male,M,464,2034050,22.8
,2004,2004,Louisiana,22,Female,F,100,2338753,4.3
,2004,2004,Louisiana,22,Male,M,437,2213485,19.7
,2004,2004,Maine,23,Female,F,34,671862,5.1
,2004,2004,Maine,23,Male,M,137,641826,21.3
,2004,2004,Maryland,24,Female,F,96,2870043,3.3
,2004,2004,Maryland,24,Male,M,401,2676892,15
,2004,2004,Massachusetts,25,Female,F,82,3314634,2.5
,2004,2004,Massachusetts,25,Male,M,341,3097647,11
,2004,2004,Michigan,26,Female,F,223,5117929,4.4
,2004,2004,Michigan,26,Male,M,874,4937386,17.7
,2004,2004,Minnesota,27,Female,F,97,2564037,3.8
,2004,2004,Minnesota,27,Male,M,425,2523676,16.8
,2004,2004,Mississippi,28,Female,F,55,1490115,3.7
,2004,2004,Mississippi,28,Male,M,295,1398895,21.1
,2004,2004,Missouri,29,Female,F,154,2942685,5.2
,2004,2004,Missouri,29,Male,M,559,2805056,19.9
,2004,2004,Montana,30,Female,F,34,465000,7.3
,2004,2004,Montana,30,Male,M,142,465009,30.5
,2004,2004,Nebraska,31,Female,F,34,883984,3.8
,2004,2004,Nebraska,31,Male,M,132,865386,15.3
,2004,2004,Nevada,32,Female,F,98,1156586,8.5
,2004,2004,Nevada,32,Male,M,342,1189636,28.7
,2004,2004,New Hampshire,33,Female,F,29,653845,4.4
,2004,2004,New Hampshire,33,Male,M,104,636276,16.3
,2004,2004,New Jersey,34,Female,F,115,4436964,2.6
,2004,2004,New Jersey,34,Male,M,483,4197597,11.5
,2004,2004,New Mexico,35,Female,F,65,964738,6.7
,2004,2004,New Mexico,35,Male,M,290,939070,30.9
,2004,2004,New York,36,Female,F,215,9913527,2.2
,2004,2004,New York,36,Male,M,966,9258040,10.4
,2004,2004,North Carolina,37,Female,F,231,4376070,5.3
,2004,2004,North Carolina,37,Male,M,794,4177082,19
,2004,2004,North Dakota,38,Female,F,10,321008,Unreliable
,2004,2004,North Dakota,38,Male,M,63,323697,19.5
,2004,2004,Ohio,39,Female,F,282,5874411,4.8
,2004,2004,Ohio,39,Male,M,1034,5577840,18.5
,2004,2004,Oklahoma,40,Female,F,111,1784671,6.2
,2004,2004,Oklahoma,40,Male,M,394,1740562,22.6
,2004,2004,Oregon,41,Female,F,141,1800377,7.8
,2004,2004,Oregon,41,Male,M,414,1769086,23.4
,2004,2004,Pennsylvania,42,Female,F,280,6390749,4.4
,2004,2004,Pennsylvania,42,Male,M,1130,6019973,18.8
,2004,2004,Rhode Island,44,Female,F,14,556375,Unreliable
,2004,2004,Rhode Island,44,Male,M,70,518204,13.5
,2004,2004,South Carolina,45,Female,F,91,2162305,4.2
,2004,2004,South Carolina,45,Male,M,389,2048616,19
,2004,2004,South Dakota,46,Female,F,17,386677,Unreliable
,2004,2004,South Dakota,46,Male,M,94,383719,24.5
,2004,2004,Tennessee,47,Female,F,165,3027931,5.4
,2004,2004,Tennessee,47,Male,M,627,2882878,21.7
,2004,2004,Texas,48,Female,F,496,11278402,4.4
,2004,2004,Texas,48,Male,M,1797,11115621,16.2
,2004,2004,Utah,49,Female,F,67,1196749,5.6
,2004,2004,Utah,49,Male,M,309,1204831,25.6
,2004,2004,Vermont,50,Female,F,16,315080,Unreliable
,2004,2004,Vermont,50,Male,M,77,304840,25.3
,2004,2004,Virginia,51,Female,F,172,3814310,4.5
,2004,2004,Virginia,51,Male,M,657,3661265,17.9
,2004,2004,Washington,53,Female,F,191,3107815,6.1
,2004,2004,Washington,53,Male,M,638,3070830,20.8
,2004,2004,West Virginia,54,Female,F,49,927027,5.3
,2004,2004,West Virginia,54,Male,M,236,889411,26.5
,2004,2004,Wisconsin,55,Female,F,155,2782678,5.6
,2004,2004,Wisconsin,55,Male,M,507,2731348,18.6
,2004,2004,Wyoming,56,Female,F,21,251506,8.3
,2004,2004,Wyoming,56,Male,M,67,257600,26
,2005,2005,Alabama,1,Female,F,96,2356423,4.1
,2005,2005,Alabama,1,Male,M,439,2213382,19.8
,2005,2005,Alaska,2,Female,F,27,320920,8.4
,2005,2005,Alaska,2,Male,M,104,346026,30.1
,2005,2005,Arizona,4,Female,F,200,2930811,6.8
,2005,2005,Arizona,4,Male,M,744,2908266,25.6
,2005,2005,Arkansas,5,Female,F,86,1418295,6.1
,2005,2005,Arkansas,5,Male,M,314,1362802,23
,2005,2005,California,6,Female,F,734,17996230,4.1
,2005,2005,California,6,Male,M,2461,17831713,13.8
,2005,2005,Colorado,8,Female,F,165,2308238,7.1
,2005,2005,Colorado,8,Male,M,634,2323650,27.3
,2005,2005,Connecticut,9,Female,F,63,1802068,3.5
,2005,2005,Connecticut,9,Male,M,230,1704888,13.5
,2005,2005,Delaware,10,Female,F,14,435227,Unreliable
,2005,2005,Delaware,10,Male,M,69,409923,16.8
,2005,2005,District of Columbia,11,Male,M,23,267523,8.6
,2005,2005,Florida,12,Female,F,578,9117950,6.3
,2005,2005,Florida,12,Male,M,1761,8724088,20.2
,2005,2005,Georgia,13,Female,F,179,4555263,3.9
,2005,2005,Georgia,13,Male,M,745,4370659,17
,2005,2005,Hawaii,15,Female,F,33,644813,5.1
,2005,2005,Hawaii,15,Male,M,74,647916,11.4
,2005,2005,Idaho,16,Female,F,35,711983,4.9
,2005,2005,Idaho,16,Male,M,193,716258,26.9
,2005,2005,Illinois,17,Female,F,221,6423831,3.4
,2005,2005,Illinois,17,Male,M,863,6186072,14
,2005,2005,Indiana,18,Female,F,122,3191481,3.8
,2005,2005,Indiana,18,Male,M,623,3087135,20.2
,2005,2005,Iowa,19,Female,F,78,1503019,5.2
,2005,2005,Iowa,19,Male,M,254,1461435,17.4
,2005,2005,Kansas,20,Female,F,63,1387958,4.5
,2005,2005,Kansas,20,Male,M,299,1357341,22
,2005,2005,Kentucky,21,Female,F,112,2129658,5.3
,2005,2005,Kentucky,21,Male,M,454,2053084,22.1
,2005,2005,Louisiana,22,Female,F,106,2349441,4.5
,2005,2005,Louisiana,22,Male,M,399,2227187,17.9
,2005,2005,Maine,23,Female,F,30,674104,4.5
,2005,2005,Maine,23,Male,M,145,644683,22.5
,2005,2005,Maryland,24,Female,F,92,2891761,3.2
,2005,2005,Maryland,24,Male,M,379,2700618,14
,2005,2005,Massachusetts,25,Female,F,120,3309010,3.6
,2005,2005,Massachusetts,25,Male,M,360,3094280,11.6
,2005,2005,Michigan,26,Female,F,233,5114320,4.6
,2005,2005,Michigan,26,Male,M,875,4936817,17.7
,2005,2005,Minnesota,27,Female,F,104,2579546,4
,2005,2005,Minnesota,27,Male,M,442,2540052,17.4
,2005,2005,Mississippi,28,Female,F,66,1497962,4.4
,2005,2005,Mississippi,28,Male,M,296,1407981,21
,2005,2005,Missouri,29,Female,F,137,2962870,4.6
,2005,2005,Missouri,29,Male,M,585,2827430,20.7
,2005,2005,Montana,30,Female,F,37,469780,7.9
,2005,2005,Montana,30,Male,M,169,470322,35.9
,2005,2005,Nebraska,31,Female,F,41,889468,4.6
,2005,2005,Nebraska,31,Male,M,146,872029,16.7
,2005,2005,Nevada,32,Female,F,101,1198846,8.4
,2005,2005,Nevada,32,Male,M,379,1233297,30.7
,2005,2005,New Hampshire,33,Female,F,29,657932,4.4
,2005,2005,New Hampshire,33,Male,M,133,640560,20.8
,2005,2005,New Jersey,34,Female,F,114,4443545,2.6
,2005,2005,New Jersey,34,Male,M,422,4208429,10
,2005,2005,New Mexico,35,Female,F,67,978520,6.8
,2005,2005,New Mexico,35,Male,M,273,953754,28.6
,2005,2005,New York,36,Female,F,219,9887467,2.2
,2005,2005,New York,36,Male,M,968,9245143,10.5
,2005,2005,North Carolina,37,Female,F,241,4457189,5.4
,2005,2005,North Carolina,37,Male,M,767,4248218,18.1
,2005,2005,North Dakota,38,Male,M,86,324546,26.5
,2005,2005,Ohio,39,Female,F,240,5876703,4.1
,2005,2005,Ohio,39,Male,M,1101,5586617,19.7
,2005,2005,Oklahoma,40,Female,F,118,1796475,6.6
,2005,2005,Oklahoma,40,Male,M,395,1752122,22.5
,2005,2005,Oregon,41,Female,F,116,1823447,6.4
,2005,2005,Oregon,41,Male,M,443,1789755,24.8
,2005,2005,Pennsylvania,42,Female,F,270,6405053,4.2
,2005,2005,Pennsylvania,42,Male,M,1157,6044937,19.1
,2005,2005,Rhode Island,44,Female,F,21,552832,3.8
,2005,2005,Rhode Island,44,Male,M,49,515084,9.5
,2005,2005,South Carolina,45,Female,F,107,2192345,4.9
,2005,2005,South Carolina,45,Male,M,403,2077805,19.4
,2005,2005,South Dakota,46,Female,F,17,389021,Unreliable
,2005,2005,South Dakota,46,Male,M,104,386472,26.9
,2005,2005,Tennessee,47,Female,F,159,3068439,5.2
,2005,2005,Tennessee,47,Male,M,697,2922618,23.8
,2005,2005,Texas,48,Female,F,492,11470439,4.3
,2005,2005,Texas,48,Male,M,1918,11307684,17
,2005,2005,Utah,49,Female,F,62,1224741,5.1
,2005,2005,Utah,49,Male,M,282,1232978,22.9
,2005,2005,Vermont,50,Female,F,18,315422,Unreliable
,2005,2005,Vermont,50,Male,M,59,305793,19.3
,2005,2005,Virginia,51,Female,F,184,3863646,4.8
,2005,2005,Virginia,51,Male,M,681,3713459,18.3
,2005,2005,Washington,53,Female,F,165,3145396,5.2
,2005,2005,Washington,53,Male,M,656,3111909,21.1
,2005,2005,West Virginia,54,Female,F,44,927690,4.7
,2005,2005,West Virginia,54,Male,M,210,892802,23.5
,2005,2005,Wisconsin,55,Female,F,120,2797061,4.3
,2005,2005,Wisconsin,55,Male,M,521,2749105,19
,2005,2005,Wyoming,56,Female,F,23,253726,9.1
,2005,2005,Wyoming,56,Male,M,67,260431,25.7
,2006,2006,Alabama,1,Female,F,96,2385480,4
,2006,2006,Alabama,1,Male,M,483,2243501,21.5
,2006,2006,Alaska,2,Female,F,31,325121,9.5
,2006,2006,Alaska,2,Male,M,104,350181,29.7
,2006,2006,Arizona,4,Female,F,212,3026134,7
,2006,2006,Arizona,4,Male,M,764,3003007,25.4
,2006,2006,Arkansas,5,Female,F,62,1438428,4.3
,2006,2006,Arkansas,5,Male,M,309,1383333,22.3
,2006,2006,California,6,Female,F,753,18097471,4.2
,2006,2006,California,6,Male,M,2570,17923731,14.3
,2006,2006,Colorado,8,Female,F,173,2352960,7.4
,2006,2006,Colorado,8,Male,M,557,2367463,23.5
,2006,2006,Connecticut,9,Female,F,60,1807675,3.3
,2006,2006,Connecticut,9,Male,M,231,1709785,13.5
,2006,2006,Delaware,10,Female,F,17,442766,Unreliable
,2006,2006,Delaware,10,Male,M,73,416502,17.5
,2006,2006,District of Columbia,11,Male,M,24,269359,8.9
,2006,2006,Florida,12,Female,F,558,9280080,6
,2006,2006,Florida,12,Male,M,1868,8886910,21
,2006,2006,Georgia,13,Female,F,193,4670606,4.1
,2006,2006,Georgia,13,Male,M,728,4485207,16.2
,2006,2006,Hawaii,15,Female,F,32,652351,4.9
,2006,2006,Hawaii,15,Male,M,88,657380,13.4
,2006,2006,Idaho,16,Female,F,43,732104,5.9
,2006,2006,Idaho,16,Male,M,179,736565,24.3
,2006,2006,Illinois,17,Female,F,200,6440022,3.1
,2006,2006,Illinois,17,Male,M,808,6203933,13
,2006,2006,Indiana,18,Female,F,150,3218203,4.7
,2006,2006,Indiana,18,Male,M,673,3114466,21.6
,2006,2006,Iowa,19,Female,F,62,1511124,4.1
,2006,2006,Iowa,19,Male,M,272,1471520,18.5
,2006,2006,Kansas,20,Female,F,70,1394092,5
,2006,2006,Kansas,20,Male,M,309,1368839,22.6
,2006,2006,Kentucky,21,Female,F,107,2149096,5
,2006,2006,Kentucky,21,Male,M,512,2070143,24.7
,2006,2006,Louisiana,22,Female,F,99,2204072,4.5
,2006,2006,Louisiana,22,Male,M,391,2098593,18.6
,2006,2006,Maine,23,Female,F,32,676157,4.7
,2006,2006,Maine,23,Male,M,126,647462,19.5
,2006,2006,Maryland,24,Female,F,98,2907963,3.4
,2006,2006,Maryland,24,Male,M,396,2719404,14.6
,2006,2006,Massachusetts,25,Female,F,129,3311185,3.9
,2006,2006,Massachusetts,25,Male,M,320,3098899,10.3
,2006,2006,Michigan,26,Female,F,207,5106621,4.1
,2006,2006,Michigan,26,Male,M,930,4929460,18.9
,2006,2006,Minnesota,27,Female,F,110,2600951,4.2
,2006,2006,Minnesota,27,Male,M,444,2562604,17.3
,2006,2006,Mississippi,28,Female,F,72,1496313,4.8
,2006,2006,Mississippi,28,Male,M,253,1408665,18
,2006,2006,Missouri,29,Female,F,167,2987563,5.6
,2006,2006,Missouri,29,Male,M,629,2855141,22
,2006,2006,Montana,30,Female,F,25,475341,5.3
,2006,2006,Montana,30,Male,M,164,477351,34.4
,2006,2006,Nebraska,31,Female,F,33,894687,3.7
,2006,2006,Nebraska,31,Male,M,170,878006,19.4
,2006,2006,Nevada,32,Female,F,107,1243993,8.6
,2006,2006,Nevada,32,Male,M,378,1278665,29.6
,2006,2006,New Hampshire,33,Female,F,40,662773,6
,2006,2006,New Hampshire,33,Male,M,111,645616,17.2
,2006,2006,New Jersey,34,Female,F,114,4448099,2.6
,2006,2006,New Jersey,34,Male,M,469,4213580,11.1
,2006,2006,New Mexico,35,Female,F,67,993969,6.7
,2006,2006,New Mexico,35,Male,M,285,968168,29.4
,2006,2006,New York,36,Female,F,253,9871401,2.6
,2006,2006,New York,36,Male,M,1072,9233230,11.6
,2006,2006,North Carolina,37,Female,F,251,4563152,5.5
,2006,2006,North Carolina,37,Male,M,847,4354118,19.5
,2006,2006,North Dakota,38,Female,F,17,322583,Unreliable
,2006,2006,North Dakota,38,Male,M,73,326839,22.3
,2006,2006,Ohio,39,Female,F,282,5883067,4.8
,2006,2006,Ohio,39,Male,M,1037,5598146,18.5
,2006,2006,Oklahoma,40,Female,F,109,1818693,6
,2006,2006,Oklahoma,40,Male,M,426,1775397,24
,2006,2006,Oregon,41,Female,F,137,1853117,7.4
,2006,2006,Oregon,41,Male,M,439,1817766,24.2
,2006,2006,Pennsylvania,42,Female,F,240,6429312,3.7
,2006,2006,Pennsylvania,42,Male,M,1150,6081497,18.9
,2006,2006,Rhode Island,44,Female,F,15,550134,Unreliable
,2006,2006,Rhode Island,44,Male,M,75,512962,14.6
,2006,2006,South Carolina,45,Female,F,119,2237655,5.3
,2006,2006,South Carolina,45,Male,M,405,2120192,19.1
,2006,2006,South Dakota,46,Female,F,21,392420,5.4
,2006,2006,South Dakota,46,Male,M,104,390613,26.6
,2006,2006,Tennessee,47,Female,F,196,3121455,6.3
,2006,2006,Tennessee,47,Male,M,676,2967311,22.8
,2006,2006,Texas,48,Female,F,500,11771243,4.2
,2006,2006,Texas,48,Male,M,1845,11588337,15.9
,2006,2006,Utah,49,Female,F,82,1257991,6.5
,2006,2006,Utah,49,Male,M,280,1267516,22.1
,2006,2006,Vermont,50,Female,F,20,316290,6.3
,2006,2006,Vermont,50,Male,M,61,306602,19.9
,2006,2006,Virginia,51,Female,F,206,3908475,5.3
,2006,2006,Virginia,51,Male,M,668,3765250,17.7
,2006,2006,Washington,53,Female,F,178,3200695,5.6
,2006,2006,Washington,53,Male,M,631,3170058,19.9
,2006,2006,West Virginia,54,Female,F,53,930605,5.7
,2006,2006,West Virginia,54,Male,M,212,897307,23.6
,2006,2006,Wisconsin,55,Female,F,144,2812276,5.1
,2006,2006,Wisconsin,55,Male,M,524,2765379,18.9
,2006,2006,Wyoming,56,Female,F,23,257361,8.9
,2006,2006,Wyoming,56,Male,M,93,265306,35.1
,2007,2007,Alabama,1,Female,F,122,2407275,5.1
,2007,2007,Alabama,1,Male,M,470,2265565,20.7
,2007,2007,Alaska,2,Female,F,26,327138,7.9
,2007,2007,Alaska,2,Male,M,123,353162,34.8
,2007,2007,Arizona,4,Female,F,218,3096998,7
,2007,2007,Arizona,4,Male,M,797,3070683,26
,2007,2007,Arkansas,5,Female,F,80,1451358,5.5
,2007,2007,Arkansas,5,Male,M,322,1397292,23
,2007,2007,California,6,Female,F,824,18214926,4.5
,2007,2007,California,6,Male,M,2762,18035385,15.3
,2007,2007,Colorado,8,Female,F,179,2396433,7.5
,2007,2007,Colorado,8,Male,M,632,2407435,26.3
,2007,2007,Connecticut,9,Female,F,58,1811617,3.2
,2007,2007,Connecticut,9,Male,M,212,1715653,12.4
,2007,2007,Delaware,10,Female,F,24,449398,5.3
,2007,2007,Delaware,10,Male,M,71,422351,16.8
,2007,2007,District of Columbia,11,Female,F,12,302949,Unreliable
,2007,2007,District of Columbia,11,Male,M,23,271455,8.5
,2007,2007,Florida,12,Female,F,584,9378587,6.2
,2007,2007,Florida,12,Male,M,1999,8989255,22.2
,2007,2007,Georgia,13,Female,F,196,4777572,4.1
,2007,2007,Georgia,13,Male,M,800,4572416,17.5
,2007,2007,Hawaii,15,Female,F,32,657185,4.9
,2007,2007,Hawaii,15,Male,M,101,658490,15.3
,2007,2007,Idaho,16,Female,F,34,750127,4.5
,2007,2007,Idaho,16,Male,M,189,754978,25
,2007,2007,Illinois,17,Female,F,225,6467577,3.5
,2007,2007,Illinois,17,Male,M,881,6228289,14.1
,2007,2007,Indiana,18,Female,F,166,3241454,5.1
,2007,2007,Indiana,18,Male,M,624,3138145,19.9
,2007,2007,Iowa,19,Female,F,62,1518023,4.1
,2007,2007,Iowa,19,Male,M,260,1481189,17.6
,2007,2007,Kansas,20,Female,F,71,1405705,5.1
,2007,2007,Kansas,20,Male,M,311,1378080,22.6
,2007,2007,Kentucky,21,Female,F,123,2164210,5.7
,2007,2007,Kentucky,21,Male,M,526,2092462,25.1
,2007,2007,Louisiana,22,Female,F,96,2239125,4.3
,2007,2007,Louisiana,22,Male,M,425,2136456,19.9
,2007,2007,Maine,23,Female,F,34,677797,5
,2007,2007,Maine,23,Male,M,156,649243,24
,2007,2007,Maryland,24,Female,F,113,2920109,3.9
,2007,2007,Maryland,24,Male,M,404,2733299,14.8
,2007,2007,Massachusetts,25,Female,F,111,3321653,3.3
,2007,2007,Massachusetts,25,Male,M,405,3109906,13
,2007,2007,Michigan,26,Female,F,225,5091035,4.4
,2007,2007,Michigan,26,Male,M,904,4910249,18.4
,2007,2007,Minnesota,27,Female,F,108,2622551,4.1
,2007,2007,Minnesota,27,Male,M,464,2584652,18
,2007,2007,Mississippi,28,Female,F,70,1507071,4.6
,2007,2007,Mississippi,28,Male,M,325,1421279,22.9
,2007,2007,Missouri,29,Female,F,164,3007493,5.5
,2007,2007,Missouri,29,Male,M,643,2880119,22.3
,2007,2007,Montana,30,Female,F,40,480939,8.3
,2007,2007,Montana,30,Male,M,156,483767,32.2
,2007,2007,Nebraska,31,Female,F,42,900106,4.7
,2007,2007,Nebraska,31,Male,M,139,883334,15.7
,2007,2007,Nevada,32,Female,F,102,1284052,7.9
,2007,2007,Nevada,32,Male,M,369,1317020,28
,2007,2007,New Hampshire,33,Female,F,34,664987,5.1
,2007,2007,New Hampshire,33,Male,M,123,647553,19
,2007,2007,New Jersey,34,Female,F,123,4455148,2.8
,2007,2007,New Jersey,34,Male,M,469,4222737,11.1
,2007,2007,New Mexico,35,Female,F,75,1007922,7.4
,2007,2007,New Mexico,35,Male,M,326,982148,33.2
,2007,2007,New York,36,Female,F,331,9881510,3.3
,2007,2007,New York,36,Male,M,1063,9250825,11.5
,2007,2007,North Carolina,37,Female,F,257,4677313,5.5
,2007,2007,North Carolina,37,Male,M,817,4440724,18.4
,2007,2007,North Dakota,38,Male,M,87,328756,26.5
,2007,2007,Ohio,39,Female,F,232,5890965,3.9
,2007,2007,Ohio,39,Male,M,1061,5609503,18.9
,2007,2007,Oklahoma,40,Female,F,124,1837175,6.7
,2007,2007,Oklahoma,40,Male,M,406,1797174,22.6
,2007,2007,Oregon,41,Female,F,127,1879347,6.8
,2007,2007,Oregon,41,Male,M,463,1843070,25.1
,2007,2007,Pennsylvania,42,Female,F,251,6452087,3.9
,2007,2007,Pennsylvania,42,Male,M,1184,6111850,19.4
,2007,2007,Rhode Island,44,Female,F,20,546859,3.7
,2007,2007,Rhode Island,44,Male,M,76,510456,14.9
,2007,2007,South Carolina,45,Female,F,131,2280792,5.7
,2007,2007,South Carolina,45,Male,M,397,2163318,18.4
,2007,2007,South Dakota,46,Female,F,26,396650,6.6
,2007,2007,South Dakota,46,Male,M,74,394973,18.7
,2007,2007,Tennessee,47,Female,F,201,3162280,6.4
,2007,2007,Tennessee,47,Male,M,642,3013447,21.3
,2007,2007,Texas,48,Female,F,501,12010572,4.2
,2007,2007,Texas,48,Male,M,1931,11821411,16.3
,2007,2007,Utah,49,Female,F,76,1292672,5.9
,2007,2007,Utah,49,Male,M,302,1305074,23.1
,2007,2007,Vermont,50,Female,F,19,316538,Unreliable
,2007,2007,Vermont,50,Male,M,70,306943,22.8
,2007,2007,Virginia,51,Female,F,229,3947966,5.8
,2007,2007,Virginia,51,Male,M,649,3803034,17.1
,2007,2007,Washington,53,Female,F,190,3247800,5.9
,2007,2007,Washington,53,Male,M,672,3213787,20.9
,2007,2007,West Virginia,54,Female,F,46,932683,4.9
,2007,2007,West Virginia,54,Male,M,254,901369,28.2
,2007,2007,Wisconsin,55,Female,F,148,2827782,5.2
,2007,2007,Wisconsin,55,Male,M,581,2782993,20.9
,2007,2007,Wyoming,56,Female,F,18,262776,Unreliable
,2007,2007,Wyoming,56,Male,M,83,272100,30.5
,2008,2008,Alabama,1,Female,F,120,2430257,4.9
,2008,2008,Alabama,1,Male,M,482,2287949,21.1
,2008,2008,Alaska,2,Female,F,34,329412,10.3
,2008,2008,Alaska,2,Male,M,135,358043,37.7
,2008,2008,Arizona,4,Female,F,232,3155278,7.4
,2008,2008,Arizona,4,Male,M,740,3125084,23.7
,2008,2008,Arkansas,5,Female,F,118,1464220,8.1
,2008,2008,Arkansas,5,Male,M,328,1410334,23.3
,2008,2008,California,6,Female,F,876,18396972,4.8
,2008,2008,California,6,Male,M,2889,18207365,15.9
,2008,2008,Colorado,8,Female,F,184,2439060,7.5
,2008,2008,Colorado,8,Male,M,617,2450670,25.2
,2008,2008,Connecticut,9,Female,F,70,1820749,3.8
,2008,2008,Connecticut,9,Male,M,245,1724830,14.2
,2008,2008,Delaware,10,Female,F,21,455481,4.6
,2008,2008,Delaware,10,Male,M,88,428393,20.5
,2008,2008,District of Columbia,11,Female,F,10,306265,Unreliable
,2008,2008,District of Columbia,11,Male,M,33,273971,12
,2008,2008,Florida,12,Female,F,618,9465279,6.5
,2008,2008,Florida,12,Male,M,2120,9062026,23.4
,2008,2008,Georgia,13,Female,F,221,4856984,4.6
,2008,2008,Georgia,13,Male,M,759,4647859,16.3
,2008,2008,Hawaii,15,Female,F,40,665313,6
,2008,2008,Hawaii,15,Male,M,93,666900,13.9
,2008,2008,Idaho,16,Female,F,49,764792,6.4
,2008,2008,Idaho,16,Male,M,203,769528,26.4
,2008,2008,Illinois,17,Female,F,231,6493537,3.6
,2008,2008,Illinois,17,Male,M,966,6253501,15.4
,2008,2008,Indiana,18,Female,F,159,3263963,4.9
,2008,2008,Indiana,18,Male,M,650,3160843,20.6
,2008,2008,Iowa,19,Female,F,72,1525539,4.7
,2008,2008,Iowa,19,Male,M,308,1491195,20.7
,2008,2008,Kansas,20,Female,F,51,1415563,3.6
,2008,2008,Kansas,20,Male,M,286,1392513,20.5
,2008,2008,Kentucky,21,Female,F,118,2183532,5.4
,2008,2008,Kentucky,21,Male,M,493,2106346,23.4
,2008,2008,Louisiana,22,Female,F,102,2269630,4.5
,2008,2008,Louisiana,22,Male,M,429,2165956,19.8
,2008,2008,Maine,23,Female,F,36,679413,5.3
,2008,2008,Maine,23,Male,M,146,651096,22.4
,2008,2008,Maryland,24,Female,F,92,2935788,3.1
,2008,2008,Maryland,24,Male,M,411,2749177,14.9
,2008,2008,Massachusetts,25,Female,F,115,3340730,3.4
,2008,2008,Massachusetts,25,Male,M,393,3128237,12.6
,2008,2008,Michigan,26,Female,F,221,5065899,4.4
,2008,2008,Michigan,26,Male,M,958,4880990,19.6
,2008,2008,Minnesota,27,Female,F,105,2642672,4
,2008,2008,Minnesota,27,Male,M,490,2604346,18.8
,2008,2008,Mississippi,28,Female,F,68,1516955,4.5
,2008,2008,Mississippi,28,Male,M,341,1430851,23.8
,2008,2008,Missouri,29,Female,F,167,3024837,5.5
,2008,2008,Missouri,29,Male,M,612,2899079,21.1
,2008,2008,Montana,30,Female,F,43,486477,8.8
,2008,2008,Montana,30,Male,M,160,489938,32.7
